"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 16 16:39:04 GMT 2022","Mon May 16 16:39:04 GMT 2022","94","Full","","","","","GET /challenges (200)",""
