"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 16 14:41:58 GMT 2022","Mon May 16 14:41:59 GMT 2022","280","Full","","","","","GET /challenges (200)",""
